player,season,school,conference,draft_pick,class_year,age,height_in,weight_lb,ts_pct,ast_tov,pts_per40,ast_per40,reb_per40,stl_per40,blk_per40,three_rate,ft_rate,nba_value,predicted_nba_value,model_grade
Demo Prospect 136,2025,Demo University 16,Conference A,,SO,20.4,81.2,188.0,0.5356465680697763,2.2666666666666666,6.666666666666667,6.017699115044247,6.548672566371682,1.5339233038348083,3.1268436578171093,0.4482758620689655,0.4827586206896552,4.433443572352938,4.174493994297115,37.5
Demo Prospect 069,2025,Demo University 9,Conference D,,SR,23.3,74.5,211.0,0.5430369468128299,2.888888888888889,6.002805049088359,1.458625525946704,5.497896213183731,1.7952314165497896,2.5806451612903225,0.5476190476190477,0.3928571428571428,5.019492973281642,4.161292805775755,36.9
Demo Prospect 076,2025,Demo University 16,Conference A,,SR,22.6,79.2,177.0,0.5884982121573301,1.5064935064935066,7.541766109785203,5.536992840095466,4.105011933174224,1.3842482100238664,2.195704057279236,0.2894736842105263,0.4035087719298245,4.093979899065262,4.149851005130498,36.3
Demo Prospect 031,2025,Demo University 11,Conference A,31.0,JR,20.7,79.3,221.0,0.5371996303142329,1.7176470588235293,4.407582938388626,6.919431279620853,6.161137440758294,0.995260663507109,0.4739336492890995,0.3421052631578947,0.3157894736842105,4.126665659727131,4.146521365644974,35.6
Demo Prospect 053,2025,Demo University 13,Conference C,53.0,FR,18.3,78.0,197.0,0.5131740196078431,1.3636363636363635,3.769338959212377,4.219409282700422,6.919831223628692,0.5625879043600562,0.2250351617440225,0.5166666666666667,0.2,4.221268212296056,4.142081039421216,35.0
Demo Prospect 050,2025,Demo University 10,Conference E,50.0,SR,22.8,72.1,165.0,0.5707003546099291,2.2444444444444445,5.493333333333333,5.386666666666667,8.48,0.7466666666666667,0.8533333333333334,0.5061728395061729,0.2592592592592592,3.852476516070468,4.138825162546905,34.4
Demo Prospect 102,2025,Demo University 2,Conference B,,SR,21.6,77.8,188.0,0.5224106602059357,2.833333333333333,4.458804523424879,5.492730210016156,5.169628432956381,0.7108239095315024,1.938610662358643,0.6101694915254238,0.2711864406779661,4.139479211436498,4.134662327696941,33.8
Demo Prospect 022,2025,Demo University 2,Conference B,22.0,FR,18.9,77.9,227.0,0.511844331641286,1.56,6.514131897711978,2.099596231493944,6.6756393001345895,1.2920592193808882,0.8075370121130552,0.3047619047619048,0.2857142857142857,3.38915525068674,4.1320449577835205,33.2
Demo Prospect 137,2025,Demo University 17,Conference B,,SR,23.4,80.3,204.0,0.5706354102405922,1.8636363636363635,5.416285452881977,4.501372369624885,4.53796889295517,0.5489478499542544,0.1829826166514181,0.5688073394495413,0.4311926605504587,4.688479645023719,4.091588602198606,32.6
Demo Prospect 082,2025,Demo University 2,Conference B,,SR,23.1,72.9,173.0,0.5623242736644799,2.355555555555556,5.385694249649369,5.946704067321178,4.488078541374474,0.5610098176718092,1.2342215988779803,0.4155844155844156,0.2467532467532467,4.463003330509679,4.040407538991189,31.9
Demo Prospect 119,2025,Demo University 19,Conference D,,SO,20.3,79.3,202.0,0.5547850208044383,0.9696969696969696,6.475548060708263,4.317032040472175,5.801011804384486,0.6070826306913997,1.011804384485666,0.5,0.4583333333333333,4.748615839634301,4.03815307952125,31.3
Demo Prospect 054,2025,Demo University 14,Conference D,54.0,SO,20.1,80.9,176.0,0.5339304168101964,2.2666666666666666,6.748299319727892,7.401360544217687,9.687074829931973,1.6326530612244898,1.3605442176870748,0.3473684210526316,0.5052631578947369,5.417142097715178,4.01544922426689,30.7
Demo Prospect 122,2025,Demo University 2,Conference B,,SR,21.5,77.8,200.0,0.5373001776198935,2.0625,6.558265582655826,7.154471544715447,4.661246612466124,1.4092140921409213,0.8672086720867209,0.7263157894736842,0.4210526315789473,2.952864172526993,4.012554937920077,30.1
Demo Prospect 110,2025,Demo University 10,Conference E,,JR,20.9,81.8,191.0,0.5053191489361702,2.638888888888889,5.855161787365177,5.855161787365177,6.286594761171032,0.4930662557781202,0.4314329738058551,0.7108433734939759,0.3012048192771084,4.394344261344632,3.9304010852582882,29.5
Demo Prospect 008,2025,Demo University 8,Conference C,8.0,SR,22.5,75.8,198.0,0.5384801548886737,2.638888888888889,4.489281210592686,4.791929382093317,4.03530895334174,1.5132408575031526,0.605296343001261,0.3043478260869565,0.4492753623188406,2.5109612282415146,3.923824237455611,28.8
Demo Prospect 060,2025,Demo University 20,Conference E,60.0,JR,21.2,78.1,186.0,0.5102040816326531,2.935483870967742,6.367583212735166,5.267727930535456,8.625180897250361,0.5788712011577424,1.678726483357453,0.2828282828282828,0.202020202020202,4.044655812451497,3.9193123658556073,28.2
Demo Prospect 117,2025,Demo University 17,Conference B,,SR,22.5,76.4,178.0,0.5494505494505495,1.98,4.510385756676558,5.8753709198813056,2.908011869436202,1.7804154302670625,1.3649851632047478,0.4603174603174603,0.2222222222222222,4.306192614161768,3.8894683903164635,27.6
Demo Prospect 145,2025,Demo University 5,Conference E,,SO,20.3,77.8,167.0,0.5523877405559515,1.56,4.196277495769881,5.279187817258883,7.4450084602368864,1.6243654822335023,0.2030456852791878,0.1956521739130435,0.5,4.217714633939584,3.883430534837637,27.0
Demo Prospect 077,2025,Demo University 17,Conference B,,SR,23.2,85.1,232.0,0.5316518298714145,2.085714285714286,5.0,5.658914728682171,4.922480620155039,1.0465116279069768,3.798449612403101,0.5596330275229358,0.2568807339449541,2.937603449980933,3.8660918399098314,26.4
Demo Prospect 139,2025,Demo University 19,Conference D,,JR,20.9,78.8,219.0,0.512545899632803,2.0422535211267605,3.462532299741602,7.493540051679586,6.666666666666667,1.6537467700258397,2.842377260981912,0.6491228070175439,0.3333333333333333,3.1034796304611723,3.8606327073161655,25.8
Demo Prospect 085,2025,Demo University 5,Conference E,,SR,22.9,77.7,192.0,0.550795593635251,2.142857142857143,5.55984555984556,1.5444015444015444,2.831402831402831,1.5444015444015444,0.4118404118404118,0.45,0.5125,4.273233214510755,3.8331073591205835,25.1
Demo Prospect 105,2025,Demo University 5,Conference E,,SR,22.8,79.9,198.0,0.5261660978384528,2.9411764705882355,5.211267605633803,3.5211267605633805,5.563380281690141,1.6901408450704225,0.1408450704225352,0.4482758620689655,0.4827586206896552,3.3977128011473807,3.829632453272405,24.5
Demo Prospect 146,2025,Demo University 6,Conference A,,SR,23.1,76.0,194.0,0.5434782608695652,2.357142857142857,3.740573152337858,1.990950226244344,7.420814479638009,0.7239819004524887,0.1809954751131221,0.36,0.32,3.970741226316396,3.813968596909234,23.9
Demo Prospect 144,2025,Demo University 4,Conference D,,SR,22.8,79.9,185.0,0.5581395348837209,1.8064516129032255,5.092838196286472,2.970822281167109,5.729442970822281,0.583554376657825,1.9628647214854111,0.2,0.3333333333333333,2.5784532497384696,3.791185553468942,23.3
Demo Prospect 073,2025,Demo University 13,Conference C,,SR,22.8,78.7,195.0,0.564733648010789,1.391304347826087,6.4268585131894485,1.5347721822541966,9.448441247002398,1.486810551558753,1.103117505995204,0.2857142857142857,0.2952380952380952,4.0309559449605,3.778099365651819,22.7
Demo Prospect 081,2025,Demo University 1,Conference A,,FR,19.1,78.0,169.0,0.5077369439071567,1.9111111111111112,4.307692307692308,5.880341880341881,5.880341880341881,1.0256410256410255,0.8205128205128205,0.3272727272727272,0.2909090909090909,3.84380716970406,3.760019671574574,22.0
Demo Prospect 041,2025,Demo University 1,Conference A,41.0,SO,19.5,76.4,200.0,0.502411575562701,1.9285714285714288,4.914004914004914,1.3267813267813269,8.5995085995086,0.8353808353808354,0.5405405405405406,0.4352941176470588,0.388235294117647,4.051029514279072,3.7497962249247885,21.4
Demo Prospect 107,2025,Demo University 7,Conference B,,JR,21.2,74.3,168.0,0.545502927088877,1.7906976744186047,6.332046332046332,2.972972972972973,5.096525096525096,1.196911196911197,2.4324324324324325,0.2598425196850393,0.4173228346456692,2.500552897885117,3.7361392412933103,20.8
Demo Prospect 015,2025,Demo University 15,Conference E,15.0,JR,20.8,76.1,176.0,0.5389284219338635,1.5256410256410255,7.2663139329806,4.197530864197531,5.573192239858907,1.728395061728395,1.164021164021164,0.2529411764705882,0.2823529411764706,2.312705609828813,3.718937897128739,20.2
Demo Prospect 063,2025,Demo University 3,Conference C,,SR,21.7,77.4,195.0,0.5334486735870819,1.796875,4.813008130081301,7.479674796747967,6.504065040650406,1.6910569105691058,0.1300813008130081,0.4918032786885246,0.3114754098360656,2.9740732719761813,3.6899414578843017,19.6
Demo Prospect 006,2025,Demo University 6,Conference A,6.0,SR,22.8,72.9,182.0,0.5799657900363481,0.953846153846154,7.75,2.2142857142857144,7.535714285714286,1.0714285714285714,1.1071428571428572,0.3950617283950617,0.3518518518518518,3.527589187171727,3.6870329259688788,18.9
Demo Prospect 152,2025,Demo University 12,Conference B,,SR,22.4,74.1,197.0,0.5429914912673534,1.7575757575757576,4.680337756332931,5.597104945717732,7.768395657418576,0.5307599517490953,0.2895054282267792,0.6623376623376623,0.3636363636363636,3.446424109089644,3.6824780672475073,18.3
Demo Prospect 083,2025,Demo University 3,Conference C,,JR,21.0,76.4,199.0,0.5359712230215827,1.2156862745098038,6.842709529276694,5.694603903559128,4.822043628013777,0.5970149253731343,1.791044776119403,0.2890625,0.1953125,3.322000860737826,3.679822325581412,17.7
Demo Prospect 010,2025,Demo University 10,Conference E,10.0,JR,20.6,80.6,189.0,0.5219098801157502,1.5,5.51912568306011,2.622950819672131,7.978142076502732,1.2021857923497268,2.4043715846994536,0.6547619047619048,0.3452380952380952,2.686721725963861,3.676627654034617,17.1
Demo Prospect 057,2025,Demo University 17,Conference B,57.0,SR,22.5,78.9,214.0,0.5,2.967741935483871,6.616541353383458,5.533834586466165,6.556390977443609,1.6842105263157894,2.1052631578947367,0.2626262626262626,0.2525252525252525,3.6933299603107934,3.5691952310246657,16.5
Demo Prospect 018,2025,Demo University 18,Conference C,18.0,SR,22.4,73.7,169.0,0.5732152162584679,1.0606060606060606,7.48936170212766,2.978723404255319,5.446808510638298,0.5957446808510638,1.5319148936170213,0.21875,0.453125,3.010253237075877,3.5099272501983476,15.8
Demo Prospect 096,2025,Demo University 16,Conference A,,SR,22.1,78.2,194.0,0.4981378026070763,2.740740740740741,6.158273381294964,4.258992805755396,5.467625899280575,0.9784172661870504,0.7482014388489209,0.7934782608695652,0.3804347826086957,3.6147557324158095,3.5078925101077862,15.2
Demo Prospect 042,2025,Demo University 2,Conference B,42.0,SR,22.8,83.3,212.0,0.5185668697418044,1.9393939393939397,5.977011494252873,2.6750261233019854,7.690700104493207,1.2121212121212122,1.6300940438871474,0.2857142857142857,0.2142857142857142,3.6278569579240623,3.41272849446698,14.6
Demo Prospect 017,2025,Demo University 17,Conference B,17.0,SR,23.5,74.1,168.0,0.5362714508580343,2.375,3.92156862745098,1.354723707664884,7.344028520499108,1.639928698752228,2.4242424242424243,0.2391304347826087,0.2608695652173913,4.115065586949853,3.3853495475291626,14.0
Demo Prospect 045,2025,Demo University 5,Conference E,45.0,SR,21.5,79.7,215.0,0.4888070274865401,2.6382978723404253,6.4485981308411215,5.794392523364486,6.355140186915888,0.8411214953271028,1.6355140186915889,0.064516129032258,0.314516129032258,3.350691619054068,3.33603218720737,13.4
Demo Prospect 109,2025,Demo University 9,Conference D,,SO,20.0,75.6,200.0,0.5005561735261401,1.3333333333333333,3.682864450127877,1.432225063938619,8.746803069053708,1.5856777493606138,0.2046035805626598,0.359375,0.28125,5.157344009748384,3.3196980297257177,12.8
Demo Prospect 125,2025,Demo University 5,Conference E,,SR,22.0,77.1,213.0,0.5090987868284229,1.8285714285714283,4.150110375275938,5.6512141280353205,7.50551876379691,0.6181015452538632,1.0596026490066226,0.625,0.35,3.964147399825925,3.3156988491894834,12.1
Demo Prospect 092,2025,Demo University 12,Conference B,,SR,22.8,71.1,165.0,0.5191477885652643,2.425,4.702290076335878,5.923664122137405,5.923664122137405,1.282442748091603,0.9770992366412212,0.4411764705882353,0.2058823529411764,2.529927808129349,3.2710596092622275,11.5
Demo Prospect 141,2025,Demo University 1,Conference A,,SR,22.1,77.3,198.0,0.5137759710930443,1.9047619047619049,5.416666666666667,7.142857142857143,5.714285714285714,1.130952380952381,0.5357142857142857,0.4230769230769231,0.3076923076923077,3.5616217051854577,3.2649304597125663,10.9
Demo Prospect 131,2025,Demo University 11,Conference A,,SR,23.2,76.1,182.0,0.4934210526315789,2.75,6.404066073697586,1.1181702668360864,2.795425667090216,1.6772554002541296,1.7280813214739517,0.8050847457627118,0.1864406779661017,3.106062627384136,3.2595109027328206,10.3
Demo Prospect 059,2025,Demo University 19,Conference D,59.0,SR,23.4,77.1,202.0,0.5476556495003844,1.5,4.18348623853211,7.26605504587156,9.321100917431192,1.5412844036697249,1.981651376146789,0.2222222222222222,0.3555555555555555,4.355402316932944,3.2387629119696153,9.7
Demo Prospect 009,2025,Demo University 9,Conference D,9.0,SR,22.4,71.8,184.0,0.5305232558139535,1.4074074074074074,5.4275092936802976,2.825278810408922,7.360594795539034,1.412639405204461,1.933085501858736,0.6,0.3333333333333333,3.74355377119428,3.1797719275898104,9.0
Demo Prospect 020,2025,Demo University 20,Conference E,20.0,SR,23.4,76.2,179.0,0.5322347847005051,1.7583333333333333,6.344086021505376,7.562724014336918,5.627240143369176,1.5053763440860215,0.2508960573476702,0.4866666666666667,0.2466666666666666,3.050089525949261,3.1137371885200724,8.4
Demo Prospect 002,2025,Demo University 2,Conference B,2.0,SR,22.9,75.7,210.0,0.5220090293453725,1.7866666666666666,3.83916990920882,6.95201037613489,7.574578469520103,1.8158236057068744,0.8819714656290532,0.423728813559322,0.4576271186440678,2.6364982248515,3.091378307863102,7.8
Demo Prospect 070,2025,Demo University 10,Conference E,,FR,19.2,75.7,186.0,0.4582597173144876,1.7777777777777777,4.54172366621067,3.5020519835841317,6.238030095759234,1.3679890560875514,1.1491108071135432,0.725,0.3,2.368850854035332,2.9639214320387346,7.2
Demo Prospect 071,2025,Demo University 11,Conference A,,SR,21.7,74.5,201.0,0.4905471211687196,1.896551724137931,5.597548518896834,2.247191011235955,7.10929519918284,1.0214504596527068,0.6537282941777324,0.6869565217391305,0.4869565217391304,3.902237924203535,2.918033742635515,6.6
Demo Prospect 024,2025,Demo University 4,Conference D,24.0,FR,18.2,76.2,205.0,0.4544566067240032,0.942528735632184,4.50363196125908,3.970944309927361,4.50363196125908,0.7263922518159807,1.1138014527845037,0.8,0.3111111111111111,3.3701558124514968,2.8858081460769838,6.0
Demo Prospect 106,2025,Demo University 6,Conference A,,SO,19.9,78.8,220.0,0.4269729093050647,2.75,3.809523809523809,7.22495894909688,10.114942528735632,1.3136288998357963,0.6568144499178982,0.8,0.3,2.719254686990482,2.8820730679679967,5.3
Demo Prospect 048,2025,Demo University 8,Conference C,48.0,JR,21.0,83.2,220.0,0.4835039817974972,1.2622950819672132,4.3800322061191626,4.959742351046699,8.051529790660226,0.5797101449275363,1.4814814814814814,0.4655172413793103,0.4827586206896552,-0.5965,2.7362179408170153,4.7
Demo Prospect 007,2025,Demo University 7,Conference B,7.0,FR,18.0,77.3,187.0,0.4443985117817279,1.319148936170213,3.20596458527493,2.311276794035414,5.81547064305685,0.9692451071761417,2.795899347623485,0.1785714285714285,0.3452380952380952,2.4241385436360683,2.5916263877307752,4.1
Demo Prospect 044,2025,Demo University 4,Conference D,44.0,SR,22.7,81.0,241.0,0.4894702204672589,0.9545454545454546,6.086956521739131,1.0741687979539642,8.132992327365729,0.5115089514066496,1.5345268542199488,0.3783783783783784,0.2162162162162162,1.8274314187831333,2.5780132465888514,3.5
Demo Prospect 078,2025,Demo University 18,Conference C,,SR,23.0,73.1,184.0,0.5306603773584906,1.1349206349206349,6.640316205533597,7.536231884057971,9.06455862977602,1.4229249011857708,0.3689064558629776,0.0686274509803921,0.3725490196078431,1.6663344448547803,2.5571225114390304,2.9
Demo Prospect 086,2025,Demo University 6,Conference A,,SR,21.5,78.3,219.0,0.4344082654978083,2.1818181818181817,5.648854961832061,6.106870229007634,7.430025445292621,0.7633587786259542,2.544529262086514,0.5739130434782609,0.2521739130434782,2.5916830883083493,2.275368307699196,2.2
Demo Prospect 156,2025,Demo University 16,Conference A,,SR,23.3,77.2,184.0,0.4740658114891243,0.9251700680272108,3.3049817739975698,6.60996354799514,4.6172539489671935,0.9720534629404616,1.7982989064398542,0.5303030303030303,0.1969696969696969,0.8991233802097235,1.7238599475174712,1.6

